lead_id,email,lead_created_at,lead_utm_campaign,lead_utm_source,lead_utm_medium,lead_utm_content,lead_utm_term,company_name,industry,country,lead_status
L10135,7a9a04b214c7fa2ac62e3c6b82644619e044d7c47fae6e8188d88a72ac0782c9,2024-10-14 19:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,linkedin,email,,keyword_17,Company M,Healthcare,Germany,New
L10136,31bc16b656afc69b3905e857a646420e71c4caac26addb93e70e806129f01b25,2024-09-03 04:00:00,Test Campaign;1002;,google,organic,content_10,keyword_13,Company T,Education,Netherlands,Nurture
L10137,2eaf1f988ea578b2e1c13b4bb229c8ba11dc4280385f3aca4d84b04f97c27de6,2024-09-22 16:00:00,,organic,cpc,content_2,,Company S,Retail,Germany,Nurture
L10138,4bf0598e7a25f96c717919ab9e8c1f65607eb03ca4ae20da37415a646a87317b,2024-10-01 08:00:00,,organic,cpc,content_3,,Company T,Finance,France,Contacted
L10139,800a469a1b0bbe2dc4e37193b0f5245f6f8a6050ebcb24e5c4627391fe8bdc17,2024-09-03 18:00:00,,facebook,referral,content_4,keyword_20,Company P,Education,Germany,Contacted
L10140,a2751bb8fee1e14267454338897555444ab9193e412e89a6cdbf5ae1bac37f67,2024-10-04 06:00:00,Google Search Prospecting,linkedin,,content_9,keyword_12,Company I,Healthcare,Switzerland,Contacted
L10141,bf9190acd44ad5dc21fb8d4d6d8b72315267dc21d403a34d90de35f3432b97ad,2024-09-16 08:00:00,Product Launch 2024,,,,,Company P,Retail,Switzerland,Qualified
L10142,351a7b634c33265f864bd19e59b2a2e82d46be1447b36271e54637d5f248a453,2024-10-06 23:00:00,24-09 | DE | Leads | Form | ALC+ | 120220805451400171,organic,referral,,,Company E,Retail,Germany,Qualified
L10143,b07883c6554616e64dda1adb3ae2d04eee27b1e5e2cfeb1ee4f99f1676a6e7ed,2024-10-16 02:00:00,Google Search Prospecting,direct,organic,content_9,,Company E,Software,Austria,Nurture
L10144,ec1298065fa72141048f1f058d83170104456f2ddcd192198e8fb0ef9bad56d9,2024-09-16 07:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,google,referral,content_8,keyword_5,Company A,Healthcare,France,Not Interested
L10145,a30be7891cde669d3e779248d9f9d383952e2988945f255e7cf48f0eeac03a3e,2024-10-12 15:00:00,Product Launch 2024,linkedin,cpc,,keyword_19,Company H,Healthcare,Germany,Contacted
L10146,db1089d1d48a02ff8a483c08bfffeaa874ae33e51fd3e53c9a0fb29a7695219f,2024-09-27 05:00:00,,direct,social,,,Company J,Software,Germany,Qualified
L10147,1266380612714be3b0f6923357998f840f19065e4ce833210a4a05921741a893,2024-10-07 19:00:00,Retargeting Campaign;1003;Retargeting;2007,organic,social,,keyword_7,Company D,Retail,France,Not Interested
L10148,a79f48479fd9343942abee672b229552db7ee8d4a4692288722cd5210e0d36cb,2024-10-12 08:00:00,Brand Campaign;1001,linkedin,social,content_7,,Company Q,Retail,Germany,Not Interested
L10149,5da66044f4e134f68d12c90c1a948f8d208806169288ef79dd88f250a0ffc89b,2024-10-13 03:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,google,referral,content_5,,Company J,Healthcare,Austria,New
L10150,83a8de9d701e26dbb747786881d3f8834dd41dbf7c8ac864a675cfa54129d76e,2024-09-17 20:00:00,Product Launch 2024,facebook,social,content_9,,Company J,Education,Germany,Qualified
L10151,336f35696de84f339aa2ab6ce2bfea73aea93d9cacbfdbbbf82ed73f9bde477b,2024-09-24 19:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,direct,organic,content_9,,Company R,Education,France,Contacted
L10152,bf090c9dbdf6ecccc5cc9a28c3a81db7978ab5ed94263937ba7f425a11426698,2024-10-14 19:00:00,,direct,email,content_10,keyword_18,Company Q,Manufacturing,Austria,Nurture
L10153,6556faf3a22c9cae978102f1bf00b2103e462bcebd3d05b011af2adbf20069be,2024-09-10 05:00:00,Google Search Prospecting,google,referral,content_9,keyword_2,Company O,Manufacturing,Austria,Not Interested
L10154,6ae9dbf2b50b102d7b2b9b22b92ac049f87ae393cd163619b4b802756d6a0435,2024-09-30 18:00:00,Product Launch 2024;1004;Cold Traffic;2010,linkedin,referral,content_1,,Company S,Software,Germany,Not Interested
L10155,f7b8a4c4102f5864977df49260f8111dedd8669ae1b7c848a534e47056cb7f82,2024-09-23 22:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,,referral,content_7,keyword_5,Company N,Retail,Switzerland,Not Interested
L10156,f2c0f284f5dd1fd88916a8886137b431d7fd23eb46c90fa7f1e7825bd99f9b6b,2024-10-26 12:00:00,Retargeting Campaign,linkedin,organic,content_3,,Company H,Software,Germany,Qualified
L10157,cc0e7622b3c61598ace84f6ec84e0b94acc65dfaf5f6a183c8484526c2d3ad7a,2024-09-30 21:00:00,Test Campaign;1002;,google,email,content_4,,Company D,Software,Switzerland,Nurture
L10158,5e0d3a2a8ae732d1d071e972deadcbb4ac28e38a0768909e1b3716a0883f34b3,2024-10-20 00:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,facebook,cpc,content_1,keyword_8,Company R,Manufacturing,Germany,Contacted
L10159,c632983b3a8b50c7189d59f81c61121888fedca824e5e4c7a2350d070fdf6d6d,2024-10-03 09:00:00,Content Downloads;1006;Lookalike Audience;2016,organic,email,content_3,,Company Q,Manufacturing,Switzerland,Qualified
L10160,531134ac063bb6590ee29af4761b2832fa150851b28004600db2c1e61f18dac1,2024-09-18 01:00:00,Retargeting Campaign,direct,cpc,,,Company M,Healthcare,Netherlands,Not Interested
L10161,f401381f904cd8c7e691a402122d92b0b0cb64120716ef176679b1cae65451ea,2024-09-27 04:00:00,24-09 | DE | Leads | Form | ALC+ | 120220805451400171,direct,social,content_3,,Company B,Healthcare,Switzerland,Not Interested
L10162,13e2b93c2ff14ad9d1c05f5cd06761b78a69980548ca35f01fad77cf5932be1d,2024-10-06 16:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,linkedin,referral,,keyword_7,Company B,Retail,Switzerland,Nurture
L10163,276e9b6a6875542fa49a412abfff740a0baec3cc4ccd87e14baffbc4f6c630c1,2024-10-09 01:00:00,,organic,organic,content_4,,Company K,Retail,Germany,Contacted
L10164,0668e213746e0ebe26f125a39853cba4f85d1b63fb05ab269a101e13511d46f5,2024-10-30 06:00:00,,direct,,content_4,keyword_8,Company R,Retail,Netherlands,Not Interested
L10165,572fc42342a52fc82cc23117a39302750aa1047411755ecc8eea81291fdb3687,2024-09-30 17:00:00,Demo Requests Campaign,organic,referral,content_8,,Company K,Manufacturing,Netherlands,Qualified
L10166,ffd207e325d1f6a831772b8981ee5cc23a4cc2533b6641b40368088deb493ca6,2024-09-27 01:00:00,Product Launch 2024,facebook,organic,content_7,keyword_7,Company K,Manufacturing,Switzerland,Nurture
L10167,4155f75475b2e4e2dde2e6ba2f90d28f84f69f07e50aa1973d3cb5f8ae05a405,2024-10-24 07:00:00,Content Downloads,direct,,content_8,keyword_12,Company F,Manufacturing,Austria,Not Interested
L10168,98a75ac95274ac6b5329e372072d8d297619a38ff34bb250c006fc1a18e3d915,2024-09-12 17:00:00,,,cpc,,,Company A,Finance,France,Contacted
L10169,0ab488864e1fc7cfbac96a11416a0c080c1c9acf56bd02f71dea296acab5abd7,2024-09-05 22:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,linkedin,organic,,,Company A,Software,Austria,Nurture
L10170,fdd3694132d510d8866ff2bbda5a5e26b6bd6a3f29c66e2333ea6452211d56fd,2024-09-27 00:00:00,Content Downloads;1006;Lookalike Audience;2016,linkedin,referral,,,Company D,Software,Austria,Contacted
L10171,472f9e8997add5ebd481519735e8f4abe2826866350675084a3dbbdbde02018f,2024-09-16 06:00:00,Demo Requests Campaign,linkedin,cpc,content_7,keyword_8,Company H,Retail,Germany,New
L10172,1f94867b48f841a973e9a16e16831978f1d0f8eadf236e3d349c5d72f5e366cb,2024-09-06 12:00:00,Google Search Prospecting,facebook,cpc,content_7,,Company K,Healthcare,Germany,Nurture
L10173,23b7b0d98b6d233bce5452c0b3661fd52883c8df9fe69fc2a58e626d15e37bb1,2024-10-29 01:00:00,Content Downloads;1006;Lookalike Audience;2016,direct,cpc,content_5,,Company S,Education,Germany,Contacted
L10174,b340560a2e0d0a82f4165d26f8af05944d89e1d1a35827d5d4833a76af13422a,2024-10-30 10:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,direct,,content_10,keyword_13,Company R,Retail,Switzerland,Contacted
L10175,475f380362ad1e88db93ec92a25e8d6d4cbf7ef9a37fa6568aa75bbb6905c360,2024-10-21 22:00:00,;1003;Ad Group;2001,linkedin,referral,content_2,keyword_20,Company T,Finance,Netherlands,New
L10176,921d302aff2398d71402d9ebbf4b34284292017155c9aef1f8b1298934a638a0,2024-10-11 08:00:00, Lead Generation | DE | Form ,linkedin,referral,content_10,,Company C,Healthcare,Netherlands,Contacted
L10177,f1c887441f5f1f5c0baa10a41cddf3c96aafbf028c27a8ee3343d4b98957cbfb,2024-10-16 02:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,google,email,content_2,keyword_10,Company O,Retail,Netherlands,New
L10178,78b1ad0065d9f01f0e0e6f899ec1c94e419c67fdd993afb830ac9c78ef1f505b,2024-09-09 02:00:00,Product Launch 2024;1004;Cold Traffic;2010,organic,cpc,content_9,keyword_20,Company K,Finance,Germany,Qualified
L10179,56f4568a0457a21a5b57aae80d8109216dea3d99806272253310c24df3ae6514,2024-09-27 12:00:00,RETARGETING CAMPAIGN,google,social,content_5,keyword_5,Company C,Manufacturing,Switzerland,Qualified
L10180,b3bf2d30e836c24d821c6b590a03000abe2b524a1252370d8b174f01eaebd592,2024-09-27 09:00:00,Lead Generation | DE | Form,google,referral,content_4,keyword_5,Company J,Software,Switzerland,Qualified
L10181,0cf2c7de837218e6dbbcdb340f6f73b9b2f97c4d6ce540e78a752c3022d94eda,2024-10-24 19:00:00,Content Downloads,direct,organic,content_6,,Company G,Finance,Netherlands,Contacted
L10182,01ce52aaaafe2a1fe786d4821c59d5457026018c4d0a4d45a985a4cabeafae47,2024-09-26 10:00:00,24-09 | NL | Conversion | Image | RET | 112233445566778899,organic,email,content_7,keyword_19,Company G,Healthcare,Austria,Contacted
L10183,70fd6af1c9dc1aa470b3a72018e1a1e5934dec968b5b930b19efa1155bb38aa2,2024-10-14 17:00:00,Content Downloads;1006;Lookalike Audience;2016,google,email,,keyword_14,Company P,Manufacturing,Netherlands,Contacted
L10184,36ca37813eaf7ebcd20b4a322ccadc525322f723658008b8fe9578eb963bbcd9,2024-09-17 21:00:00,Product Launch 2024;1004;Cold Traffic;2010,facebook,organic,content_7,,Company N,Healthcare,Germany,Qualified
L10185,5f55fdac42cea768f1c0c046ee3ac94a296e018f03c48fca266527b8955f544a,2024-10-15 17:00:00,Lead Generation | DE | Form,google,email,content_10,keyword_13,Company K,Finance,Germany,New
L10186,4f972d5303c0423421918e5c90d0c1b3078a55a15bc96fd9aa8f6e886c8a6aac,2024-09-07 08:00:00,Content Downloads;1006;Lookalike Audience;2016,organic,social,content_7,keyword_19,Company Q,Manufacturing,Netherlands,New
L10187,90c432d3acc106ebd7731af173b81f7ace4513254b116148da60fb4b66cae960,2024-10-01 03:00:00,24-09 | DE | Leads | Form | ALC+ | 120220805451400171,google,email,content_4,,Company L,Finance,Germany,Not Interested
L10188,3de6d0e40b8eb59db3f172c5aa321342f3d9e54c5e506506c80a14aa1bdd64c2,2024-10-17 22:00:00,Lead Generation | DE | Form,facebook,email,content_3,,Company H,Healthcare,France,Nurture
L10189,a3bf8442c95e73bfac3d4337bcf806dd50c31bbff8483b6e4b7de088b138e353,2024-09-11 10:00:00,Google Search Prospecting,direct,social,content_7,keyword_20,Company G,Finance,Austria,Not Interested
L10190,efef0d8a746721d2a4935560ea2554682a6fe1e82439da64c159a0a50f28cd58,2024-09-25 00:00:00,Brand Campaign;1001,facebook,organic,content_6,keyword_4,Company I,Education,Switzerland,Nurture
L10191,7c54e230d07531fd4f7a5d9966b84d3a39ff51276a5ee536f4ebaacb012d51ea,2024-10-11 10:00:00,Google Brand Campaign,linkedin,referral,content_5,,Company S,Software,France,Qualified
L10192,2d528735bab3d5b8a1aac32f2f4134152afdf17cbb5399b9efcceb0f5f94901b,2024-09-08 07:00:00,Retargeting Campaign,google,referral,content_10,keyword_6,Company P,Education,Austria,Contacted
L10193,d835dbcb24e60a1a692cbe6e8bbe09865a690e11e371e40753d424dd0231690e,2024-10-06 05:00:00,Retargeting Campaign,direct,email,,keyword_7,Company M,Healthcare,Austria,Not Interested
L10194,2b55d8c11b200650781a585c5abba5c0691454208c1254afada6c74e70d4bc03,2024-09-27 21:00:00,Google Search Prospecting,facebook,social,content_5,keyword_10,Company F,Finance,Austria,Not Interested
L10195,de12b383284e8c1cd2601dd8ed38d8f60d68052c9cff4859a9cf7ba56bb49c2a,2024-10-06 16:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,organic,email,content_1,,Company O,Healthcare,France,Not Interested
L10196,ca3cc87aff1f09da9f80163daf92ec2336c0fddd527a86444f2dc85c3591b304,2024-09-07 23:00:00,,linkedin,cpc,content_6,,Company C,Finance,Germany,Contacted
L10197,24f1dea8a01f5545ae58ab1232e56ab9e3704257ff9bab8eed2425c0fb41213b,2024-09-14 23:00:00,Content Downloads,organic,social,content_4,,Company B,Healthcare,Netherlands,Nurture
L10198,a17e0c406d38b9d8aa8c2b3fdb2dd62ae28995bf47d63a54eed2b6017abd8722,2024-09-18 19:00:00,Content Downloads,,organic,content_9,,Company D,Manufacturing,Switzerland,New
L10199,6fe5a7e8c56aad41e2b2a134571ce0e0d3fd99922f19af6273b869ed61a828a8,2024-09-18 20:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,linkedin,referral,content_10,,Company N,Finance,Switzerland,New
L10200,0c588cd116877d95ae922f865af6083a24b365549a19c6ec49f7d0b65dcc40ca,2024-10-11 02:00:00,Demo Requests Campaign,linkedin,referral,content_1,,Company C,Education,Switzerland,Qualified
L10201,71eee61469c0dd1fb1e4d1ecfd52e14e8d885d1694ce3fa47e4b324687b07991,2024-10-25 02:00:00, Lead Generation | DE | Form ,direct,referral,content_5,keyword_19,Company E,Healthcare,Switzerland,Qualified
L10202,d75005338958e0f95a5bd57b2f51ab038108b9bcded8639af03001c611b247c3,2024-10-28 21:00:00,brand awareness q4,direct,social,content_1,,Company N,Manufacturing,France,Qualified
L10203,5194a2ce6d307968f1163793b326d73d8b76cbb544eac1d997cff2322fcd2efd,2024-09-11 08:00:00,Retargeting Campaign;1003;Retargeting;2007,linkedin,social,content_5,,Company H,Finance,Germany,New
L10204,ef94bb577e23387e9e004669085b29308d81562503fb0ad7820bdf43c4aad2a9,2024-09-01 06:00:00,Retargeting Campaign,organic,cpc,content_6,,Company N,Education,France,Not Interested
L10205,0795d87385f15a80bbeb9ee9e19fcd2c95afb6c1672a6a0cebee1ec4ebc09aa0,2024-09-05 07:00:00,Lead Generation | DE | Form,linkedin,social,content_3,,Company E,Software,Austria,Nurture
L10206,15e538e1a5869310d1b1d4b0dbbf6f36681410195ae212213eb2775e136eae10,2024-09-01 19:00:00,Google Search Prospecting,google,social,,,Company O,Manufacturing,Germany,New
L10207,2b9dbe7845c1c46a51695304f7e53d06a907d81ea789b61b7ae1b0d5c8819685,2024-09-09 03:00:00,Google Brand Campaign,direct,social,content_2,keyword_20,Company T,Education,Austria,Qualified
L10208,f7637aa0c360a2e2f20d21dc7304092950492b6d8da56a9aa3d87972babfa9f9,2024-10-20 22:00:00,Content Downloads;1006;Lookalike Audience;2016,google,organic,content_7,keyword_2,Company H,Finance,Switzerland,New
L10209,5ef9e2d2f514430829ebb2d9ef14685ea3ec7b468eba5b2a5ec6bcb200e89423,2024-09-16 15:00:00,Lead Generation | DE | Form,facebook,,,keyword_19,Company N,Retail,Austria,Contacted
L10210,b829727aac74a9af68c58067e72343939483cf46a5ad993025b9b98ea42b710b,2024-10-19 15:00:00,,facebook,cpc,content_1,,Company M,Healthcare,Netherlands,Nurture
L10211,b952dc40b1b13476d72af4ae0cef70791e12c6713ee7f1543a306455c5f025e8,2024-10-20 13:00:00,Google Brand Campaign,organic,social,content_5,keyword_7,Company E,Healthcare,Netherlands,Not Interested
L10212,5142139233d017c48ba67a030bdfc987fba3843393c2afb3c8386c541fbcacac,2024-10-08 20:00:00,brand awareness q4,direct,social,content_2,,Company D,Finance,Austria,Nurture
L10213,1536954c53f08beedacca2d8d69438c4dcd07eba75d9a6507b36a1419d015b1a,2024-09-04 09:00:00,Retargeting Campaign,google,social,content_6,,Company I,Manufacturing,Netherlands,Contacted
L10214,1f42ab22ce10d50258ba01d3371fa444dd9a669f218fdce0a97b39336b5c4333,2024-10-18 08:00:00,Brand Campaign;1001,facebook,referral,content_2,keyword_19,Company C,Finance,Switzerland,Nurture
L10215,5ab6e34df86ddc3e60d05af0efe2ed24db171397864aed97c209a87ceb258663,2024-09-24 01:00:00,Retargeting Campaign,linkedin,organic,content_2,keyword_17,Company A,Software,Germany,Contacted
L10216,565dd37d46841944e517da05e6705b1ce805426f3799da3d5bb6cd59de4c573c,2024-09-03 15:00:00,Retargeting Campaign,facebook,referral,content_4,keyword_11,Company I,Software,Austria,Qualified
L10217,cc6acb2c4173fa45e34264a3dfaec98034c9ab1d180c44b9cea89168b3c9e06a,2024-09-08 16:00:00,Brand Awareness Q4,organic,,,keyword_15,Company J,Retail,Netherlands,New
L10218,cdbe3893928068f26b811e62af1477df994f44307062424e953e2539ccd16af9,2024-10-06 14:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,linkedin,social,content_10,,Company G,Education,Austria,Contacted
L10219,89e0e98f9634989426683a86ef1d8d8171ef993cc9b3cbe27f26e242c6a68bd4,2024-09-10 00:00:00,,organic,cpc,,keyword_13,Company J,Software,France,Nurture
L10220,1b126439e55ca13870c50448edc1d73842a4e7a5f7ed89ddbd2ef6467b85f8be,2024-09-16 13:00:00,Brand Awareness Q4,,email,content_4,,Company Q,Finance,Netherlands,Not Interested
L10221,951d11f88b0cab64fcc7ddc87d71cb1b8b190a33b30a94e79ae6113a513b32d4,2024-10-18 02:00:00,Retargeting Campaign,direct,organic,content_3,keyword_9,Company K,Finance,Netherlands,Qualified
L10222,ee04b8f22e7f38ac2ac18189d6cf084105090504285ca04d5a3a9a1d75943bbd,2024-09-29 08:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,organic,cpc,content_8,keyword_4,Company R,Retail,France,Not Interested
L10223,2ccc90bd0b8869a27256be1764f9f976eea8662315d6af4933898a7ca15d8ec0,2024-09-20 14:00:00,24-09 | DE | Leads | Form | ALC+ | 120220805451400171,linkedin,organic,content_6,keyword_8,Company L,Finance,Austria,New
L10224,79ff95cdec30f021b8f2d0e8e4ac6ff62d48cf7cf53b272fb15b54705ec4189a,2024-10-14 09:00:00,24-09 | DE | Leads | Form | ALC+ | 120220805451400171,direct,organic,,keyword_15,Company D,Manufacturing,Germany,New
L10225,95097bfd7c4f0b06b810e12d88c544b65a3a17de02430b5279b4aaeada4a8079,2024-09-04 07:00:00,Product Launch 2024;1004;Cold Traffic;2010,facebook,email,,keyword_3,Company G,Education,Switzerland,Contacted
L10226,d10e46a9b31e5929849010332302ab5e5fa0809306fdba92ac1eaac71bfcb50c,2024-09-06 10:00:00,Product Launch 2024;1004;Cold Traffic;2010,organic,referral,content_7,,Company F,Retail,France,Contacted
L10227,ad775d3cde4736c0f5155bf3c1e4e4653e11a1e473a7458aa7862624af385786,2024-09-18 08:00:00,Retargeting Campaign,organic,email,content_9,keyword_3,Company I,Finance,France,Not Interested
L10228,b8fe511d6846a8a74f8db6d4b557bb11494e8d6ac7efa1c7aad5e08d50209476,2024-09-13 20:00:00,,organic,referral,,keyword_18,Company P,Retail,Austria,Nurture
L10229,cdfc37ac4dee99d2147c56a300c73df98e9eae43d6a28fd17f8cd7dac99304aa,2024-09-21 12:00:00,24-09 | DE | Leads | Form | ALC+ | 120220805451400171,google,email,content_8,,Company S,Manufacturing,France,New
L10230,3fe73383c28b5d3840051da41c816b25c771af8fe67e582d57482d0227e957ff,2024-09-16 21:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,facebook,social,content_7,keyword_6,Company F,Manufacturing,Austria,Qualified
L10231,87f906cafafb8053a34738e776cb9262f947e6c5ea0bd992567202ef0fcbdbb7,2024-10-22 23:00:00,Brand Awareness Q4,linkedin,,content_10,,Company P,Healthcare,Netherlands,Contacted
L10232,cc9968606e98a574aa9e39230125ef22465752e7323a23b4d4bfdabe385783cc,2024-10-02 01:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,facebook,cpc,content_10,keyword_5,Company K,Education,France,Qualified
L10233,c1aa0d415974ced3f8bd3c3d3b7752efb7c53f5ac10abf6a3fdcb7b9f4f1c07a,2024-09-04 00:00:00,Content Downloads;1006;Lookalike Audience;2016,,organic,,,Company L,Education,Switzerland,Nurture
L10234,d011b3baeb7c359be222e9460e130267b89d2289a80bdc9b2084a4e50459a9b4,2024-09-07 10:00:00,Retargeting Campaign,,referral,,,Company K,Manufacturing,Austria,Nurture
L10235,095889322864081e9ff399a2c590c9b6a99f8fa5f36a56cea577390ac2addce1,2024-10-21 11:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,direct,email,content_1,,Company S,Finance,Austria,New
L10236,a2971097e4b5fe3a5dadfa917f473cbf5ad6a4e9ca3eb3036ab192bc6f7638af,2024-09-12 19:00:00,Product Launch 2024,facebook,,content_2,keyword_11,Company F,Education,Germany,Qualified
L10237,13221abbb8d17a79ce895cc24e4bc05fd74c4aed8338ea3033f004038835d350,2024-09-29 00:00:00,24-09 | DE | Leads | Form | ALC+ | 120220805451400171,linkedin,cpc,,keyword_15,Company N,Manufacturing,Switzerland,Not Interested
L10238,740223ab024c1e5b1d9d81ae80fad6b485160ab4af620830a1e07f630db0aca1,2024-10-27 12:00:00,Google Brand Campaign,direct,organic,content_4,keyword_3,Company B,Retail,Germany,Qualified
L10239,de10124eada4571ebbf307a44c88344b5d070dde890c62a633aa374f979c6332,2024-09-17 03:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,google,organic,,,Company K,Healthcare,Austria,Not Interested
L10240,3b696f7f4b79e6efb3437f7acf687089da21cc26324e96a593d620cc1f305179,2024-10-16 00:00:00,Retargeting Campaign,direct,cpc,content_4,keyword_18,Company R,Retail,Netherlands,Qualified
L10241,002aa70b18818bbc9bec04ab2220642a0b4ff643b92b9c290f324bf81b4f8ecf,2024-09-16 03:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,direct,email,content_2,keyword_20,Company P,Manufacturing,Germany,New
L10242,1a8eccc6236c46dffae80d67b85718e5f618fe6aca0c88a3c41125cd97b92fdd,2024-09-14 05:00:00,Lead Generation | DE | Form,facebook,referral,content_5,keyword_18,Company M,Manufacturing,Netherlands,Not Interested
L10243,773066a0bf8bee61bcf63f114bb9fb41f140c44bc36cf1d7591012ef7ab602c8,2024-09-24 05:00:00,Demo Requests Campaign,linkedin,email,content_3,,Company D,Software,Netherlands,Nurture
L10244,a1e4e5b67d0359a7441e537d20895d41017c04b02f0f9b428b639bb36fdf25f3,2024-09-27 18:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,organic,organic,content_8,,Company H,Finance,Netherlands,New
L10245,5f88ef86a9555a6da54a6df206bf6b3ce71a5ac9fd43e9a13fb2910409e42d81,2024-09-26 22:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,,organic,content_8,keyword_6,Company G,Manufacturing,France,New
L10246,4f476200632ba5234981705fa5049c492569420e2d3147173540db157044b700,2024-09-28 02:00:00,,google,email,content_2,keyword_18,Company M,Healthcare,Netherlands,Qualified
L10247,b910e4192aaab4cf71a29356fbb49b21fc1f23177988f724de95e7eb1039dfee,2024-10-04 14:00:00,,organic,referral,content_3,keyword_19,Company S,Software,Germany,Nurture
L10248,5d44377a00cbdde3e034ea725cd14dc50fe06493e92639789726594316aefcd8,2024-10-20 03:00:00,Product  Launch  2024,linkedin,referral,content_8,keyword_9,Company M,Manufacturing,Austria,Nurture
L10249,c02f57a4e81495c1dc91712a433d6f03801af2ef3b8406716c8de20043a1371b,2024-10-14 22:00:00,Google Brand Campaign,linkedin,cpc,,,Company L,Software,Netherlands,Qualified
L10250,a2d51426ad630ad12c03634ec4e7b343519ab82ff55eae0ab27a5e3e577c9909,2024-09-20 08:00:00,,facebook,,content_5,,Company O,Retail,Netherlands,Not Interested
L10251,35b0fcd9cf2fc3fdfd2d4c02b4d837ddade6564cc9ce88650198c122a8b431c3,2024-10-09 20:00:00,Product Launch 2024;1004;Cold Traffic;2010,direct,organic,,,Company Q,Manufacturing,Germany,Qualified
L10252,9bd9dd67ddb80d44588ed82beddc49f0cf154bbc71fe6235032226bd1c7b63f5,2024-10-16 16:00:00,Brand Awareness Q4,google,social,content_1,,Company G,Retail,Netherlands,Not Interested
L10253,41909cc527db1cfe1934c26582ff40acf20ec54ec1f94fc656a1856f0ae4dbe2,2024-10-03 12:00:00,Lead Generation | DE | Form,google,organic,content_8,,Company L,Retail,France,Qualified
L10254,5f8784e22fa604f330d44a55fbf728feaadf9ad4c538847934b9e87ef5beba14,2024-10-18 22:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,google,social,,,Company G,Retail,Switzerland,Nurture
L10255,7880f9a23abf0ba4c8398b4958f6d3cdd2d666a7f303748e9fdf9ab6c17d8bed,2024-09-02 21:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,organic,social,content_5,,Company I,Finance,Switzerland,Qualified
L10256,2d08134cf08b81f8da1d683ecd6f87f17e52ccdf8fc131f8ad1739e090a0075d,2024-09-30 08:00:00,Retargeting Campaign;1003;Retargeting;2007,organic,cpc,content_6,,Company T,Healthcare,Netherlands,Qualified
L10257,dec3d64d62d4e36eba24486b014181e8c9668022a8b194d99c39a7cd96b08c9f,2024-10-14 03:00:00,Content Downloads,,email,content_5,keyword_17,Company H,Software,Austria,Not Interested
L10258,41dcba57e8c04b73f32c95c73a547fef849110f1016ffc54b27359a619d990ed,2024-10-13 10:00:00,Brand Awareness Q4,linkedin,referral,content_1,,Company S,Manufacturing,Netherlands,Contacted
L10259,0faad2bd3994db0dc8ed7d991ce11445863ac2e75a2d30870336e13e648b0301,2024-10-14 17:00:00,Google Search Prospecting,,organic,content_3,,Company R,Manufacturing,Netherlands,New
L10260,d4e667cf0f660e0fbb72481f3766cdead3cb466a00d7b2ec29e8dfbaceb8e966,2024-10-01 04:00:00,;1003;Ad Group;2001,google,,,,Company H,Retail,France,Qualified
L10261,0596290cfa1d96c9d9667b158d566ef5b340b739ab7bdf5a5f0c5c21cadb36b6,2024-09-27 10:00:00,Demo Requests Campaign,facebook,organic,content_10,keyword_7,Company Q,Software,Switzerland,Nurture
L10262,b24aa2a8ad8bd4d38178831586cb7f0b5d6487d966dd72551ef18fda867b726d,2024-09-20 13:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,google,organic,,,Company E,Retail,France,New
L10263,60f1567851df570dd446baaa9b9a8c2fae48c71b0092b100fbba93a7536197b9,2024-10-02 10:00:00,Retargeting Campaign,facebook,email,content_3,,Company F,Finance,Germany,Contacted
L10264,38e71fb05f8b1610e49f2ff732843b8f2e660a85f7150cf5ea0ee5543c7aa003,2024-10-10 13:00:00,Google Brand Campaign,direct,cpc,content_6,,Company K,Healthcare,France,New
L10265,d351ac26c6992ae88b4f341ccf31b014cb3ae1be17b2511052fb6fa90bdab0cf,2024-10-14 00:00:00,Product Launch 2024,linkedin,cpc,content_10,keyword_3,Company B,Retail,Netherlands,Not Interested
